/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Tue Jul 26 03:09:33 +0000 2016;MariaFeistauer;RT @Rodrigo_Moller_: Delegações estrangeiras estão trazendo junto com atletas uma equipe com eletricistas, encanadores e etc...
Austrália q…;
Tue Jul 26 03:09:33 +0000 2016;camipassos;Isso aí!!! #timebrasil #Rio2016 https://t.co/Ju3eRwLnd9;
Tue Jul 26 03:04:25 +0000 2016;faalaDani;Acho que amanhã vou ver a tocha!  #ChamaOlimpica #Rio2016;
Tue Jul 26 03:04:09 +0000 2016;raphaelscostarj;@Dan_S4N @eduardopaes_ @Val_Ce1 @Lettradus @LuzCortizo A coisa é bem pior, a esculhambação é generalizada! #Rio2016;
Tue Jul 26 03:03:53 +0000 2016;Silvia__Assun;Tomara que tudo ocorra bem, durante os jogos olímpicos @Rio2016;
Tue Jul 26 03:03:42 +0000 2016;WANDERLYDUGA;RT @regianacost: @anapaularenault @regianacost @RenaultFaccao #TweetCampeão Samos todos olímpicos e um mesmo objetivo Rio2016 https://t.co/…;
Tue Jul 26 03:03:32 +0000 2016;fsvirginia;RT @folha: Prefeito do Rio diz que Austrália tinha razão em reclamar de Vila dos Atletas https://t.co/pdPThhQ1f7 #Rio2016 https://t.co/KPw9…;
Tue Jul 26 03:03:26 +0000 2016;MoncaPim;RT @g1: Faixas olímpicas começam a valer nesta segunda no Rio; multa é de R$ 1,5 mil https://t.co/331Dp0Nhel #G1 https://t.co/BxweX28UXw;
Tue Jul 26 03:03:17 +0000 2016;AbsFitness4Life;RT @CorreiosBR: Sejam bem-vindos ao maior evento esportivo do mundo. Essa é uma entrega dos Correios! @Rio2016 #ISSOÉENTREGA https://t.co/g…;
Tue Jul 26 03:03:13 +0000 2016;Melloalmeida45;RT @exercitooficial: Comandante do Exército na abertura das ações de Segurança e Defesa dos Jogos #Rio2016 https://t.co/mpd05d2I1C https://…;
Tue Jul 26 03:03:04 +0000 2016;Nairoquinha;#Dicas para curtir o #RiodeJaneiro nas #OlimpíadasnoRio #Rio2016 As 5 melhores trilhas no Rio e arredores | https://t.co/lRuUeD0QS6;
Tue Jul 26 03:02:44 +0000 2016;Melloalmeida45;RT @folha: Por problemas na Vila, atletas brasileiros são obrigados a mudar de apartamentos https://t.co/JwcIY7uzwy #Rio2016 https://t.co/I…;
Tue Jul 26 03:02:39 +0000 2016;NenaRenault;RT @regianacost: @anapaularenault @regianacost @RenaultFaccao #TweetCampeão Samos todos olímpicos e um mesmo objetivo Rio2016 https://t.co/…;
Tue Jul 26 03:02:37 +0000 2016;GabrielF_SLZ;RT @fifacom_es: Nos vamos a divertir...
🇧🇷 Neymar
🇦🇷 Correa
🇨🇴 Teo
🇲🇽 Peralta
➡️ Listas oficiales #Río2016: https://t.co/p6ACDqzF7X https:/…;
Tue Jul 26 03:02:27 +0000 2016;Melloalmeida45;RT @folha: Quenianos fazem piada com problemas na Vila em mural dos atletas https://t.co/bS6tbwqFTm #Rio2016 https://t.co/nx8w6726G8;
Tue Jul 26 03:02:26 +0000 2016;yorchvader;RT @fifacom_es: Nos vamos a divertir...
🇧🇷 Neymar
🇦🇷 Correa
🇨🇴 Teo
🇲🇽 Peralta
➡️ Listas oficiales #Río2016: https://t.co/p6ACDqzF7X https:/…;
Tue Jul 26 03:02:20 +0000 2016;lourdeszeglin;RT @CarlosBolsonaro: EDUCAÇÃO DE VERDADE - Rio2016: Por uma ESCOLA SEM PARTIDO! https://t.co/rc6T2jYC17;
Tue Jul 26 03:02:16 +0000 2016;Melloalmeida45;RT @fifacom_es: Nos vamos a divertir...
🇧🇷 Neymar
🇦🇷 Correa
🇨🇴 Teo
🇲🇽 Peralta
➡️ Listas oficiales #Río2016: https://t.co/p6ACDqzF7X https:/…;
Tue Jul 26 03:02:00 +0000 2016;rodrigoaffranco;Aula de hoje: #isaquiasqueiroz e a poesia de Pedro Bassan #jn #rio2016 #olympics https://t.co/Eq1LN77Tho https://t.co/VrerT8w2HB;
Tue Jul 26 03:01:48 +0000 2016;BarbarellaPorra;Barbarella Porra já saiu! https://t.co/QuClavJHEH #stockcar #rio2016;
Tue Jul 26 03:01:29 +0000 2016;niltonsp1;RT @g1: Olimpíada: Mídia internacional critica Paes por citar cangurus na Vila dos Atletas https://t.co/HHkSLNcrkw #G1 https://t.co/hnoS2CC…;
Tue Jul 26 03:01:17 +0000 2016;Melloalmeida45;RT @mapmonicatsx: OLHA A VERGONHA!
#Rio2016 #RioOlympics 
Depois das Olimpíadas eles vão vender e lucrar com os aptos,ou já estão sold http…;
Tue Jul 26 03:01:00 +0000 2016;Melloalmeida45;RT @ballaoficial: Explicado a inspiração para o Logo RIO2016 #RioOlympics 
@SakaSakamori @aeciofaraujo @cunha_edison @mariamcastanha https:…;
Tue Jul 26 03:00:47 +0000 2016;ric182;As privadas tarem entupidas beleza, mas não ter #PokemonGO aí já é demais!

#Rio2016 #RioOlympics;
Tue Jul 26 03:00:43 +0000 2016;Fuck_Off_Man_;RT @fifacom_es: Nos vamos a divertir...
🇧🇷 Neymar
🇦🇷 Correa
🇨🇴 Teo
🇲🇽 Peralta
➡️ Listas oficiales #Río2016: https://t.co/p6ACDqzF7X https:/…;
Tue Jul 26 03:00:30 +0000 2016;B_RFer;RT @momentsbrasil: As principais notícias do dia no esporte estão no #Moments⚡️

👉SPFC quer Barrios ou Pratto
👉Vitória do Fla
👉#Rio2016
htt…;
Tue Jul 26 03:00:26 +0000 2016;denisacastro;#Rio2016 - Contagem regressiva: já preparou o café e o bolo para seus convidados? https://t.co/RRK8dBpNUR;
Tue Jul 26 03:00:26 +0000 2016;MaDu_Barbosa16;RT @TwitterAdsBR: O Twitter criou um dashboard completo sobre o #Rio2016.
Acesse agora. 
https://t.co/D187522mX0;
Tue Jul 26 03:00:17 +0000 2016;neivaldopimenta;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 03:00:01 +0000 2016;Laalinha2;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:59:59 +0000 2016;_hudsonQ;00:00h 10 dias #Rio2016 =D;
Tue Jul 26 02:59:18 +0000 2016;manuelaveiro1;RT @Rodrigo_Moller_: E assim o prefeito do Rio de Janeiro segue envergonhando o Brasil!!
"Viva" #Rio2016 olimpíada da vergonha! https://t.c…;
Tue Jul 26 02:59:04 +0000 2016;fer_faria;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:59:02 +0000 2016;FelipeBoss1985;RT @VEJAEsporte: #Rio2016 - Argentinos também reclamam da Vila Olímpica: ‘Inabitável’
https://t.co/JIVXzJl7qP https://t.co/C02xSuaL4x;
Tue Jul 26 02:58:48 +0000 2016;JOOBATISTADAROS;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:58:26 +0000 2016;raphaelscostarj;@Dan_S4N @eduardopaes_ @Val_Ce1 @Lettradus @LuzCortizo @JCVD O RJ já passa vergonha! #Rio2016;
Tue Jul 26 02:58:23 +0000 2016;Embarque;#Dicas para curtir o #RiodeJaneiro nas #OlimpíadasnoRio #Rio2016 As 5 melhores trilhas no Rio e arredores | https://t.co/gjqomzUvb3;
Tue Jul 26 02:58:09 +0000 2016;andrefran;Recado de atleta americana pros vira-latas. #rio2016 https://t.co/DckpXyaA5M;
Tue Jul 26 02:58:08 +0000 2016;zgutzinho;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:57:59 +0000 2016;jicc76;RT @fifacom_es: Nos vamos a divertir...
🇧🇷 Neymar
🇦🇷 Correa
🇨🇴 Teo
🇲🇽 Peralta
➡️ Listas oficiales #Río2016: https://t.co/p6ACDqzF7X https:/…;
Tue Jul 26 02:57:47 +0000 2016;poa_cruel_news;#Rio2016 #RioOlympics #RoadToRio
 A classe média no divã confessou que tinha dupla inveja
https://t.co/wl2Kx3amWz https://t.co/GYoJMTevqP;
Tue Jul 26 02:57:20 +0000 2016;AteQdoBrasil;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:56:58 +0000 2016;nberemblum;Argentina, Australia, Suécia deixaram a Vila. Na Espanha, #Marca detona caos de Paes #PMDB no comando, do partido de #Temer #JJOO #Rio2016;
Tue Jul 26 02:56:24 +0000 2016;SandraMBS;RT @AparecidoSilva: #Rio2016: É ma VERGONHA atrás da outra... 
https://t.co/HJp995gtPw https://t.co/zHKGVd4maK;
Tue Jul 26 02:56:23 +0000 2016;LifeStyleENV;Cultura na bagagem durante os Jogos Olímpicos e Paralímpicos #Rio2016 #CidadeOlímpica #EmbarqueNaViagem https://t.co/frv0zSuD8G;
Tue Jul 26 02:56:21 +0000 2016;Nairoquinha;48 horas pelas belezas imperdíveis do #RiodeJaneiro Dicas para curtir as #OlimpíadasnoRio #Rio2016 #EmbarqueNaViagem https://t.co/JOElpWtobu;
Tue Jul 26 02:56:06 +0000 2016;Rldeja;RT @SimoneRJ_BR: #Rio2016 CUSTAVA TEREM CHECADO A #VilaOlimpica  ANTES DA ENTREGA? É TANTA INCOMPETÊNCIA E DESCASO QUE PARECE PIADA! https:…;
Tue Jul 26 02:55:58 +0000 2016;paulofgo;RT @TwitterAdsBR: O Twitter criou um dashboard completo sobre o #Rio2016.
Acesse agora. 
https://t.co/D187522mX0;
Tue Jul 26 02:55:35 +0000 2016;MagriYoga;RT @folha: Revista americana 'algema' Dilma Rousseff em especial sobre a #Rio2016 https://t.co/zb4C6yDy1r https://t.co/C5soagvpW5;
Tue Jul 26 02:55:31 +0000 2016;niltonsp1;RT @g1: Olimpíada: Mídia internacional critica Paes por citar cangurus na Vila dos Atletas https://t.co/HHkSLMUPVW #G1 https://t.co/hnoS2CC…;
Tue Jul 26 02:55:13 +0000 2016;shushirlei;RT @SimoneRJ_BR: #Rio2016  UMA LÁPIDE PARA A OLIMPÍADA: DESCANSE EM "PAES" 😂😂😂 https://t.co/AoMXV0eEBq;
Tue Jul 26 02:55:01 +0000 2016;bruxinhabeth;RT @VEJAEsporte: #Rio2016 - Argentinos também reclamam da Vila Olímpica: ‘Inabitável’
https://t.co/JIVXzJl7qP https://t.co/C02xSuaL4x;
Tue Jul 26 02:54:48 +0000 2016;pipeym;RT @fifacom_es: Nos vamos a divertir...
🇧🇷 Neymar
🇦🇷 Correa
🇨🇴 Teo
🇲🇽 Peralta
➡️ Listas oficiales #Río2016: https://t.co/p6ACDqzF7X https:/…;
Tue Jul 26 02:54:41 +0000 2016;shushirlei;RT @SimoneRJ_BR: #Rio2016 CUSTAVA TEREM CHECADO A #VilaOlimpica  ANTES DA ENTREGA? É TANTA INCOMPETÊNCIA E DESCASO QUE PARECE PIADA! https:…;
Tue Jul 26 02:54:08 +0000 2016;OnettoAndre;E as pessoas preocupadas com terrorismo, a vila olímpica já é um atentado! #Rio2016 #RoadToRio;
Tue Jul 26 02:54:07 +0000 2016;AnechavesRosati;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:54:05 +0000 2016;JeanCapenCRVG;RT @momentsbrasil: TRADUÇÃO (@MatthieuPECHE)

'Foi mal, gente. Sem pokémons na Vila Olímpica #Rio2016 #PokemonGO';
Tue Jul 26 02:54:03 +0000 2016;momentsbrasil;As principais notícias do dia no esporte estão no #Moments⚡️

👉SPFC quer Barrios ou Pratto
👉Vitória do Fla
👉#Rio2016
https://t.co/TTb2C8nXkD;
Tue Jul 26 02:53:57 +0000 2016;armschoka;@CorreiosBR @Rio2016 vocês ficam é roubando as encomendas dos outros.;
Tue Jul 26 02:53:27 +0000 2016;pela_democracia;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:53:04 +0000 2016;pedrolapera;Merda voltando, a cara destas #Olimpíadas #Rio2016 https://t.co/guLZ6Z2axf;
Tue Jul 26 02:52:53 +0000 2016;robertoadvogado;The latest  Diário roberto silveira ! https://t.co/jxhkrc2b6L Thanks to @transitorj @ForumdoAdvogado @GSNUCCI #rio2016 #vemouro;
Tue Jul 26 02:51:43 +0000 2016;e_deportivo;RT @fifacom_es: Nos vamos a divertir...
🇧🇷 Neymar
🇦🇷 Correa
🇨🇴 Teo
🇲🇽 Peralta
➡️ Listas oficiales #Río2016: https://t.co/p6ACDqzF7X https:/…;
Tue Jul 26 02:51:31 +0000 2016;FotosDeSoco;Lo seguimos intentando ☺️ MEX vs DOM Gira rum bo a #Rio2016 4o set (Toma1󾌳) https://t.co/1nRL0H6LTn;
Tue Jul 26 02:51:28 +0000 2016;renatopiovesan;RT @JornalOLiberal: Douglas Souza: barbarense vai da bronquite à Olimpíada https://t.co/eNAhci45xe;
Tue Jul 26 02:51:25 +0000 2016;radiofabio;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:51:13 +0000 2016;Embarque;48 horas pelas belezas imperdíveis do #RiodeJaneiro Dicas para curtir as #OlimpíadasnoRio #Rio2016 #EmbarqueNaViagem https://t.co/quyEQhDpjb;
Tue Jul 26 02:51:11 +0000 2016;AlvepiresAndre;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:51:04 +0000 2016;gfelitti;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:50:52 +0000 2016;AparecidoSilva;#Rio2016: É ma VERGONHA atrás da outra... 
https://t.co/HJp995gtPw https://t.co/zHKGVd4maK;
Tue Jul 26 02:50:42 +0000 2016;acaciasantos60;RT @g1: Veja fotos das instalações da Vila Olímpica alvo de críticas da delegação australiana https://t.co/Nomrm3w8NB https://t.co/lgn5bnL8…;
Tue Jul 26 02:50:02 +0000 2016;acaciasantos60;RT @g1: Veja fotos das instalações da Vila Olímpica alvo de críticas da delegação australiana https://t.co/Nomrm3NKcb https://t.co/lgn5bnL8…;
Tue Jul 26 02:49:59 +0000 2016;edsonjorgealve1;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:49:52 +0000 2016;Letty_259;RT @CorreiosBR: Para entregar os Jogos Olímpicos @Rio2016, 170 caminhões percorreram mais de 1 milhão de Km! #ISSOÉENTREGA https://t.co/ekd…;
Tue Jul 26 02:49:48 +0000 2016;RittaFlapper;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacab/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
ada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:49:17 +0000 2016;renatomaranhao;Com queixas sobre apartamentos, suecos deixam Vila Olímpica de táxi #globoesporte
 https://t.co/WOsN6Z7g2U. #Rio2016 eu n compactuo!;
Tue Jul 26 02:48:28 +0000 2016;_GustyFernandez;RT @fifacom_es: Nos vamos a divertir...
🇧🇷 Neymar
🇦🇷 Correa
🇨🇴 Teo
🇲🇽 Peralta
➡️ Listas oficiales #Río2016: https://t.co/p6ACDqzF7X https:/…;
Tue Jul 26 02:48:18 +0000 2016;Embarque;#Dicas para curtir o #RiodeJaneiro nas #OlimpíadasnoRio #Rio2016 As 5 melhores trilhas no Rio e arredores |... https://t.co/wJ5lgivAdw;
Tue Jul 26 02:48:11 +0000 2016;cpsmatta;RT @obrasilonline: #Rio2016 COI promete Vila dos Atletas “impecável”. Antes ou depois dos Jogos? 
https://t.co/yEN4mu72tx https://t.co/nWZs…;
Tue Jul 26 02:48:07 +0000 2016;kk_okuno;Documentado NEWS já saiu! https://t.co/ot08dsBpRh Graças a @madrynha2012 @profeborto @VAISCCP #uolnaolimpíada #rio2016;
Tue Jul 26 02:48:05 +0000 2016;PedrooMeireles;RT @skol: A #DelegaçãoSkol tem uma Vila só dela no RJ. Curta as melhores festas do #Rio2016! Prepare-se, você foi #convocado!
https://t.co/…;
Tue Jul 26 02:47:42 +0000 2016;NardiN_;Vou torcer pra Alemanha já que @Argentina não tem @TeamMessi !! @Rio2016 #Rio2016  #RioOlympics;
Tue Jul 26 02:46:41 +0000 2016;ANA43529361;RT @g1: Olimpíada: Mídia internacional critica Paes por citar cangurus na Vila dos Atletas https://t.co/HHkSLMUPVW #G1 https://t.co/fpqZRP1…;
Tue Jul 26 02:46:37 +0000 2016;tedediconjr;RT @BrazilStats2: Neymar JR, Gabigol, Felipe Anderson.

Made in Santos. 

#Rio2016 https://t.co/VttSPE5qT0;
Tue Jul 26 02:46:36 +0000 2016;ValdeciFernan16;RT @NaiaraAlvis: Comitê Olímpico Argentino também critica condições da Vila Olímpica: Dirigente disse ter alugado apartamentos... https://t…;
Tue Jul 26 02:46:30 +0000 2016;delima_fernando;NÃO ESTÁ FÁCIL PRA NINGUÉM  !
O PMDB RJ, faz a política de Segurança Pública mais desastrosa de todo Brasil. https://t.co/2p0DYPI1xR;
Tue Jul 26 02:46:25 +0000 2016;ThiagocostaGFPA;E a Vila Olímpica será que fica pronta pras Olimpíadas de 2078? #Rio2016;
Tue Jul 26 02:46:19 +0000 2016;Nairoquinha;Cultura na bagagem durante os Jogos Olímpicos e Paralímpicos #Rio2016 #CidadeOlímpica #EmbarqueNaViagem https://t.co/ZQ7Bogb9S1;
Tue Jul 26 02:46:11 +0000 2016;LuyyyyM;RT @Julylsantos: Começamos bem demais! 

#Rio2016 https://t.co/H4fZ3CvuYh;
Tue Jul 26 02:46:03 +0000 2016;lenhagui;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:45:20 +0000 2016;gmonteirocrf;RT @momentsbrasil: TRADUÇÃO (@MatthieuPECHE)

'Foi mal, gente. Sem pokémons na Vila Olímpica #Rio2016 #PokemonGO';
Tue Jul 26 02:45:10 +0000 2016;pauloferreira_c;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:45:07 +0000 2016;gdudus;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:45:06 +0000 2016;ivonepita;RT @g1: Faixas olímpicas começam a valer nesta segunda no Rio; multa é de R$ 1,5 mil https://t.co/331Dp0Nhel #G1 https://t.co/BxweX28UXw;
Tue Jul 26 02:44:53 +0000 2016;jeanninacio;Artilharia pega porra 🇧🇷💣#Rio2016 https://t.co/2pUMbBxpQn;
Tue Jul 26 02:44:45 +0000 2016;simonemartins_;RT @g1: Faixas olímpicas começam a valer nesta segunda no Rio; multa é de R$ 1,5 mil https://t.co/331Dp0Nhel #G1 https://t.co/BxweX28UXw;
Tue Jul 26 02:44:21 +0000 2016;gabislopes;RT @Corinthians: O Timão terá 7 representantes na natação​ no @Rio2016! O @InstAyrtonSenna​ enviou um presente especial pra equipe:
https:/…;
Tue Jul 26 02:44:16 +0000 2016;mariajosenia;RT @CorreiosBR: Para entregar os Jogos Olímpicos @Rio2016, 170 caminhões percorreram mais de 1 milhão de Km! #ISSOÉENTREGA https://t.co/ekd…;
Tue Jul 26 02:44:10 +0000 2016;PressFail;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:43:58 +0000 2016;d1f7814069b44e8;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:43:56 +0000 2016;RomaFFC;Caralho @diegoscracho, você resumiu todo o meu ponto de vista sobre a @Rio2016 👏🏼👏🏼👏🏼;
Tue Jul 26 02:43:56 +0000 2016;donromero7;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:43:51 +0000 2016;_dnl;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:43:50 +0000 2016;AnacVentilari;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:43:43 +0000 2016;ivonepita;RT @folha: Comitê da Rio-2016 admite que metade dos prédios da Vila ainda está inacabada https://t.co/O9Qx3Wgjbk #Rio2016 https://t.co/61lG…;
Tue Jul 26 02:43:41 +0000 2016;Fred_Braganca;Sério, gente. Não é implicância não, mas seria MUITO mais digno cancelar essas olimpíadas.

#RioOlympics #Rio2016... https://t.co/ZzbkzGcFPU;
Tue Jul 26 02:43:25 +0000 2016;FreitasMarconi;RT @folha: Por problemas na Vila, atletas brasileiros são obrigados a mudar de apartamentos https://t.co/JwcIY7uzwy #Rio2016 https://t.co/I…;
Tue Jul 26 02:43:21 +0000 2016;Jonasgonzatti;@Planalto @MichelTemer @joseserra_ tá loco ministro, Deus não tem nada com essa 💩 #Rio2016 #EuNaoQueroPagarEssaConta https://t.co/gopyE4bHGI;
Tue Jul 26 02:43:15 +0000 2016;bomdiameuamigo;RT @momentsbrasil: TRADUÇÃO (@MatthieuPECHE)

