/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Fri May 13 03:06:26 +0000 2016;rafael80s;@MarceloTas E as pérolas continuarão a surgir com a #Rio2016;
Fri May 13 01:56:06 +0000 2016;carlotasamba;RT @eduardopaes_: Engenhão entregue hoje ao Comitê Organizador dos jogos Rio2016 todo reformado.  Do lado de… https://t.co/Rmp7jsYc9q https…;
Fri May 13 01:53:25 +0000 2016;Fernanda_Rodd;RT @flyboybrasil: Tocha Olímpica em Governador Valadares, Minas Gerais #Parapente #Olimpíadas #Rio2016 #TochaOlimpica https://t.co/WwpvEMqu…;
Fri May 13 01:45:32 +0000 2016;Gabi_FAndrade;Coisa lindaa ❤❤❤❤❤ #rio2016 @rio2016_es @ Avenida Mauro Ribeiro https://t.co/AxAwzIkvUa;
Fri May 13 01:36:20 +0000 2016;n4trqjedi;#inst10 #ReGram @ticianaporto: Rio, mesmo com a chuva 
#ticianaporto #luznatural #rio2016

Rio,… https://t.co/gM7oVzwhJg;
Fri May 13 01:32:20 +0000 2016;bizzlediasten;RT @ayrton_rsilva: O Rio e sua população merece são hospitais, educação e segurança e n uma olimpíada q provavelmente é superfaturada #Toch…;
Fri May 13 01:31:42 +0000 2016;oswaldofreitas1;RT @eduardopaes_: Engenhão entregue hoje ao Comitê Organizador dos jogos Rio2016 todo reformado.  Do lado de… https://t.co/Rmp7jsYc9q https…;
Fri May 13 01:30:58 +0000 2016;GKellyGBernardo;Duas mortes por H1N1 são confirmadas em Resende e Três Rios https://t.co/cJSfiFa3SI #RIO2016 #JO2016;
Fri May 13 01:29:46 +0000 2016;sejogabeth;#Serie #SeJogaBeth2016 #mountainbike: #doi mtooo 😤@raizamtb top 1 BRA e 18 do mundo #Rio2016 foi… https://t.co/S4MbaIKl0o;
Fri May 13 01:28:03 +0000 2016;vanessacabralsp;Falso cadeirante no revezamento da tocha? Atletas comentam episódio que viralizou nas redes sociais https://t.co/tgI4rrKGgC;
Fri May 13 01:25:23 +0000 2016;RodrigoMarian;RT @ChamaOlimpica: 🎵Eu não sou vagabundo Eu não sou delinquente Sou uma 🔥carente Eu dormi na pira Pensando no @Rio2016🎶 https://t.co/fFrE0J…;
Fri May 13 01:25:22 +0000 2016;GKellyGBernardo;Linha 4 do metrô atrasa e inauguração será apenas na abertura da Olimpíada - Rio - O Dia https://t.co/BGoHVCeukt #RIO2016 #JO2016;
Fri May 13 01:20:08 +0000 2016;Knaya;RT @ChamaOlimpica: 🎵Eu não sou vagabundo Eu não sou delinquente Sou uma 🔥carente Eu dormi na pira Pensando no @Rio2016🎶 https://t.co/fFrE0J…;
Fri May 13 01:19:58 +0000 2016;defast1;RT @ChamaOlimpica: 🎵Eu não sou vagabundo Eu não sou delinquente Sou uma 🔥carente Eu dormi na pira Pensando no @Rio2016🎶 https://t.co/fFrE0J…;
Fri May 13 01:18:49 +0000 2016;ChamaOlimpica;🎵Eu não sou vagabundo Eu não sou delinquente Sou uma 🔥carente Eu dormi na pira Pensando no @Rio2016🎶 https://t.co/fFrE0JCk06;
Fri May 13 01:17:33 +0000 2016;GKellyGBernardo;'NYT': Atletas não devem nadar no esgoto #olimpiada-2016 https://t.co/tvESL2dEaZ via @JornaldoBrasil #RIO2016 #JO2016;
Fri May 13 01:16:01 +0000 2016;GleiceJL;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Fri May 13 01:15:39 +0000 2016;Karenlgomes;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Fri May 13 01:15:15 +0000 2016;AugustoAll_;RT @Nissan_Oficial: @chauke_filho De acordo com o Rio 2016, são os Jogos Paralímpicos Rio 2016. Você pode conferir acessando: https://t.co/…;
Fri May 13 01:13:59 +0000 2016;AMProcopio;RT @Rio2016: Os "drummondzinhos" aguardam a @ChamaOlimpica  com muito 💓💓💓 https://t.co/LPxVOBliag;
Fri May 13 01:13:51 +0000 2016;lucasbarbosafjb;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Fri May 13 01:13:34 +0000 2016;bia_fjb08;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Fri May 13 01:13:25 +0000 2016;lazabipo;https://t.co/8Z4AlwiXjt

Onde vai arder a chama na Sexta-feira 13 ! https://t.co/kwFkMGqWNT;
Fri May 13 01:10:57 +0000 2016;didobenson;Fim de jogo.
#Brasil 88x49 #Cuba
#basquete #basketball #basquetefeminino
Preparatório #Rio2016 https://t.co/DeahZQGsNT;
Fri May 13 01:01:59 +0000 2016;YasminPeccini;Aquela decepção diária de ainda não ter recebido o email do Rio 2016 com a sua escala para os jogos olímpicos :/ #Rio2016 #olimpiadas;
Fri May 13 00:59:59 +0000 2016;BrazMisael;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Fri May 13 00:50:08 +0000 2016;adalbertoscaio;RT @tiaonoveleiro: #Rio2016 vai ser café pequeno perto dos acontecimentos que virão a seguir em.Brasília! #JN;
Fri May 13 00:48:24 +0000 2016;dadziechamorro;RT @Rio2016: Que show o Colégio CEPSMA, em Coronel Fabriciano. Os alunos prepararam cartazes e uma poesia sobre a @ChamaOlimpica! https://t…;
Fri May 13 00:40:44 +0000 2016;fortalezapr;RT @ComiteOlimpico: .@CeliangelyMoral se sacrifica para @Rio2016 - https://t.co/Gp25cpUSrF https://t.co/Ig0mkbh3dW;
Fri May 13 00:39:43 +0000 2016;opablobarreto;@Rio2016 @ChamaOlimpica alô @carloscereto !!! A pira está na sua terra!;
Fri May 13 00:39:08 +0000 2016;tiaonoveleiro;#Rio2016 vai ser café pequeno perto dos acontecimentos que virão a seguir em.Brasília! #JN;
Fri May 13 00:39:08 +0000 2016;Brasil2016;RT @minesporte: Ministro Leonardo Picciani fala sobre o desafio de assumir o Ministério do Esporte no ano dos Jogos #Rio2016.
https://t.co/…;
Fri May 13 00:33:59 +0000 2016;pgamafilho;RT @Brasil2016: São esses os uniformes da força de trabalho dos Jogos @Rio2016, apresentados agora de manhã. https://t.co/PDpLAZ1XZJ;
Fri May 13 00:27:33 +0000 2016;OiArthurDiego;Nois Com A tochaolimpicabrasil 🕯❤️

#rio #tocha #olimpiadas #issoéouro #rio2016 

(Obs: amanhã… https://t.co/l9vhqBMwJO;
Fri May 13 00:23:26 +0000 2016;owlsightings;RT @eduardopaes_: Engenhão entregue hoje ao Comitê Organizador dos jogos Rio2016 todo reformado.  Do lado de… https://t.co/Rmp7jsYc9q https…;
Fri May 13 00:22:02 +0000 2016;blogtelevisabr;@silvnavarro vem ao Brasil acompanhar a #Rio2016 ao lado do maridão
https://t.co/LMrd9mThqN
#MeuCoracaoeTeu054;
Fri May 13 00:21:19 +0000 2016;glorily12;RT @ComiteOlimpico: .@CeliangelyMoral se sacrifica para @Rio2016 - https://t.co/Gp25cpUSrF https://t.co/Ig0mkbh3dW;
Fri May 13 00:21:11 +0000 2016;NR_003;RT @Rio2016: Alunos da escola estadual Dom Hermínio Malzone Hugo decoraram a rua em que a @ChamaOlimpica vai passar. Está lindo. https://t.…;
Fri May 13 00:19:28 +0000 2016;SOFI4LOPEZ;RT @ComiteOlimpico: .@CeliangelyMoral se sacrifica para @Rio2016 - https://t.co/Gp25cpUSrF https://t.co/Ig0mkbh3dW;
Fri May 13 00:17:42 +0000 2016;didobenson;Fim do 2° período.
#Brasil 31x27 #Cuba
Preparatório para o #Rio2016 
#basquete #basketball;
Fri May 13 00:16:58 +0000 2016;cidade_maravilh;RT @ToddKimberlain: Pão de Acuçar from #Botofogo #riodejaneiro #Rio2016 #rio https://t.co/2PNODdDy90;
Fri May 13 00:14:41 +0000 2016;karine357;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Fri May 13 00:13:42 +0000 2016;ToddKimberlain;Pão de Acuçar from #Botofogo #riodejaneiro #Rio2016 #rio https://t.co/2PNODdDy90;
Fri May 13 00:10:00 +0000 2016;rscristiane;RT @Rio2016: Amanhã a #ChamaOlimpica e a #TochaOlímpica passam por Pires do Rio, Ipameri, Goiandira, Araguari e Uberlândia. https://t.co/Ir…;
Fri May 13 00:02:07 +0000 2016;pamelarosado5;RT @ComiteOlimpico: .@CeliangelyMoral se sacrifica para @Rio2016 - https://t.co/Gp25cpUSrF https://t.co/Ig0mkbh3dW;
Fri May 13 00:00:39 +0000 2016;ComiteOlimpico;.@CeliangelyMoral se sacrifica para @Rio2016 - https://t.co/Gp25cpUSrF https://t.co/Ig0mkbh3dW;
Fri May 13 00:00:30 +0000 2016;crisflopes1;RT @eduardopaes_: Engenhão entregue hoje ao Comitê Organizador dos jogos Rio2016 todo reformado.  Do lado de… https://t.co/Rmp7jsYc9q https…;
Fri May 13 00:00:27 +0000 2016;jooybfr;RT @eduardopaes_: Engenhão entregue hoje ao Comitê Organizador dos jogos Rio2016 todo reformado.  Do lado de… https://t.co/Rmp7jsYc9q https…;
Fri May 13 00:00:15 +0000 2016;jotaP_95;RT @eduardopaes_: Engenhão entregue hoje ao Comitê Organizador dos jogos Rio2016 todo reformado.  Do lado de… https://t.co/Rmp7jsYc9q https…;
Fri May 13 00:00:08 +0000 2016;dudurodri6;RT @eduardopaes_: Engenhão entregue hoje ao Comitê Organizador dos jogos Rio2016 todo reformado.  Do lado de… https://t.co/Rmp7jsYc9q https…;
Thu May 12 23:59:31 +0000 2016;cetemdoce;RT @eduardopaes_: Engenhão entregue hoje ao Comitê Organizador dos jogos Rio2016 todo reformado.  Do lado de… https://t.co/Rmp7jsYc9q https…;
Thu May 12 23:59:02 +0000 2016;bfr_silva;RT @eduardopaes_: Engenhão entregue hoje ao Comitê Organizador dos jogos Rio2016 todo reformado.  Do lado de… https://t.co/Rmp7jsYc9q https…;
Thu May 12 23:55:03 +0000 2016;barbaraazinek_;Xuxuzinhas #tochaolimpica #naque #rio2016 https://t.co/MErV1x7mYX;
Thu May 12 23:54:57 +0000 2016;jeyviercintron;RT @ComiteOlimpico: 🎥 @jeyviercintron está listo para @rio2016 - https://t.co/P8JsMJ10cs https://t.co/7Ec9yRddSZ;
Thu May 12 23:53:14 +0000 2016;oliveiraMarcio;RT @Nissan_Oficial: Se atrevimento valesse ponto, toda cesta da Isabela ia ser de 3. #QuemSeAtreve #Rio2016 https://t.co/TybzMoOgd3;
Thu May 12 23:52:11 +0000 2016;owelisa;@Lizpaula13 @Rio2016 @ChamaOlimpica obrigada maninhaaaa;
Thu May 12 23:47:18 +0000 2016;mandsnha;RT @sadia: Entre no ritmo dos jogos Rio 2016 com a gente! \o/ Já tem nossos mascotes? Saiba mais: https://t.co/xNrxeqmYZj https://t.co/5tZr…;
Thu May 12 23:46:59 +0000 2016;ppsdiversidade;Tocha Olímpica Rio 2016 tem primeira condutora transexual https://t.co/zHteDBDGii;
Thu May 12 23:45:31 +0000 2016;andrebasbaum;RT @agenciabrasil: @Rio2016 Jogos Olímpicos são a preocupação imediata de Jungmann https://t.co/00KZsSL5F5 https://t.co/eIvzkTJhj3;
Thu May 12 23:45:31 +0000 2016;sadia;@mandsnha Olha aqui a gente querendo ajudar você a encontrar o ponto de troca mais próximo. Clica aqui ó -&gt; https://t.co/pSknpI9Pch. :D;
Thu May 12 23:44:32 +0000 2016;historinhaz;Poesia &gt;&gt;  @Rio2016: 'Que show o Colégio CEPSMA, em Coronel Fabriciano. Os alun… https://t.co/U8wwjREe69, see more https://t.co/PHHyY9TMDa;
Thu May 12 23:44:02 +0000 2016;agenciabrasil;@Rio2016 Jogos Olímpicos são a preocupação imediata de Jungmann https://t.co/00KZsSL5F5 https://t.co/eIvzkTJhj3;
Thu May 12 23:42:18 +0000 2016;carlylebarral;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Thu May 12 23:40:55 +0000 2016;news_portugal;#record Bernard Tomic não vai ao Brasil: Número 22 do ranking mundial https://t.co/MMPxZbWlvU;
Thu May 12 23:40:55 +0000 2016;Activa_te;Bernard Tomic não vai ao Brasil https://t.co/jQZblyaWsT;
Thu May 12 23:38:06 +0000 2016;PedroMaranhao13;RT @didobenson: Começou!!!!! Brasil x Cuba, no SESC Santo Amaro. Preparatório para o #Rio2016 https://t.co/mY3aTsCS7H;
Thu May 12 23:38:02 +0000 2016;Lizpaula13;@Rio2016 @ChamaOlimpica @owelisa lindaaaaas;
Thu May 12 23:36:45 +0000 2016;didobenson;Começou!!!!! Brasil x Cuba, no SESC Santo Amaro. Preparatório para o #Rio2016 https://t.co/mY3aTsCS7H;
Thu May 12 23:33:46 +0000 2016;mpviana02;Que os países democraticos boicotem os jogos no pais do golpe e da #GloboGolpista
@Rio2016 com golpe? Nao! https://t.co/KY1RzULdUF;
Thu May 12 23:33:09 +0000 2016;schnellflu;A reforma da piscina ficou sensacional! @RicardoLeyser @minesporte @Rio2016 https://t.co/BEWD6osQce;
Thu May 12 23:29:58 +0000 2016;eduardopaes_;Engenhão entregue hoje ao Comitê Organizador dos jogos Rio2016 todo reformado.  Do lado de… https://t.co/Rmp7jsYc9q https://t.co/vD5nNobTwE;
Thu May 12 23:27:03 +0000 2016;cecisalless;Se eu tenho uma certeza das olimpíadas Rio2016 é que vou torcer p crlh p seleção feminina de vôlei. Jogam muuuuito!;
Thu May 12 23:26:57 +0000 2016;byTerraNews;Procurando #emprego ?
#Rio2016 está contratando Jovens Aprendizes para os Jogos Olímpicos no Brasil
https://t.co/DPJ9joNcfj;
Thu May 12 23:25:54 +0000 2016;minesporte;Ministro Leonardo Picciani fala sobre o desafio de assumir o Ministério do Esporte no ano dos Jogos #Rio2016.
https://t.co/gMi2b0VCiH;
Thu May 12 23:24:36 +0000 2016;larissanola;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Thu May 12 23:20:26 +0000 2016;Record_Portugal;Rio'2016 - Bernard /usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Tomic não vai ao Brasil https://t.co/l5rv1Fs3zv;
Thu May 12 23:20:20 +0000 2016;LuisCol74;RT @JogosOlimpicos: Ficou lindo! 👏👏👏 https://t.co/ilBUirvoly;
Thu May 12 23:19:04 +0000 2016;Agmn_22anos;RT @alexpussieldi: Chinelos havaianas do @Rio2016 é o item que mais vende fonte: a prateleira! https://t.co/2DHLxjqonE;
Thu May 12 23:17:27 +0000 2016;igorlmc;RT @Rio2016: Que emoção! A condutora da @ChamaOlimpica se emocionou muito ao lado da filha, chorando no percurso. 😭☺☺ https://t.co/Q4eA8fnA…;
Thu May 12 23:14:12 +0000 2016;luciafwx;RT @Brasil2016: Por hoje é só no #TourDaTocha  https://t.co/HdsGyBz9ul;
Thu May 12 23:13:58 +0000 2016;Brasil2016;Por hoje é só no #TourDaTocha  https://t.co/HdsGyBz9ul;
Thu May 12 23:13:24 +0000 2016;isidrommoreno86;RT @eSPortenaglobo_: #NOAR até as 20h com @marcelonarrador e @rprates_globo sobre #SPFC, #tenis, #RealMadrid #Rio2016 e mais. Ouça https://…;
Thu May 12 23:09:54 +0000 2016;emyoliveiraa;RT @Rio2016: Que emoção! A condutora da @ChamaOlimpica se emocionou muito ao lado da filha, chorando no percurso. 😭☺☺ https://t.co/Q4eA8fnA…;
Thu May 12 23:09:08 +0000 2016;samukapoa;RT @RadioONU: Atenção grávidas: OMS pede que evitem viajar ao Rio para os #JogosOlímpicos devido ao #Zika /bit.ly/1qguMpc #Rio2016 https://…;
Thu May 12 23:08:56 +0000 2016;JhonathasMedley;RT @Rio2016: Os primeiros comdutores da Tocha da @Nissan_Oficial ! O tubarão Paralímpico é um deles! @cpboficial #ChamaGeral https://t.co/i…;
Thu May 12 23:06:43 +0000 2016;JhonathasMedley;RT @Nissan_Oficial: A vida tentou nocauteá-la, mas ela venceu com atrevimento. Parabéns, @Adriana60kg! 
 #QuemSeAtreve #Rio2016 https://t.c…;
Thu May 12 23:06:29 +0000 2016;Lucas_Novaes3;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Thu May 12 23:06:06 +0000 2016;JhonathasMedley;RT @Nissan_Oficial: O carro oficial dos Jogos Olímpicos e Paralímpicos Rio2016 só poderia ser ele. https://t.co/NYS4ibvOTj  #NissanKicks ht…;
Thu May 12 23:05:40 +0000 2016;aniinharj;In love com esses treinamentos para #Rio2016 &lt;3 espero de coração conseguir conciliar meus horários para atuar nos eventos.;
Thu May 12 23:04:53 +0000 2016;Rio2016;Itabira celebra a Pira Olímpica! Parabéns a todos condutores da @ChamaOlimpica que tornaram este momento possível.
https://t.co/2sYXWh4lXj;
Thu May 12 23:01:24 +0000 2016;bfr_cadu;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Thu May 12 22:57:54 +0000 2016;JhonathasMedley;RT @Nissan_Oficial: Se atrevimento valesse ponto, toda cesta da Isabela ia ser de 3. #QuemSeAtreve #Rio2016 https://t.co/TybzMoOgd3;
Thu May 12 22:57:48 +0000 2016;martinchab1997;RT @Rio2016: Grupo Speedy Fox de corrida em Itabira correndo atrás da @ChamaOlimpica durante todo o percurso. https://t.co/EQj4WJdhb5;
Thu May 12 22:54:41 +0000 2016;owelisa;@horsth_leo @Rio2016 @ChamaOlimpica Obrigadaa;
Thu May 12 22:54:21 +0000 2016;owelisa;RT @Rio2016: Que emoção! A condutora da @ChamaOlimpica se emocionou muito ao lado da filha, chorando no percurso. 😭☺☺ https://t.co/Q4eA8fnA…;
Thu May 12 22:53:22 +0000 2016;bernardoscruz;RT @guimalho: #IssoEOuro @ChamaOlimpica @Rio2016 muita animação na turma dos condutores! Talmo foi ouro em Barcelona! https://t.co/YqVMUxIs…;
Thu May 12 22:53:15 +0000 2016;martinchab1997;RT @Rio2016: Os "drummondzinhos" aguardam a @ChamaOlimpica  com muito 💓💓💓 https://t.co/LPxVOBliag;
Thu May 12 22:51:54 +0000 2016;belly_villela1;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Thu May 12 22:49:33 +0000 2016;guimalho;#IssoEOuro @ChamaOlimpica @Rio2016 muita animação na turma dos condutores! Talmo foi ouro em Barcelona! https://t.co/YqVMUxIs9i;
Thu May 12 22:48:17 +0000 2016;martinchab1997;RT @Rio2016: Karen da Silva adora esportes. No trabalho com crianças é a 1ª a incentivar atividades ao ar livre. #ChamaOlimpica https://t.c…;
Thu May 12 22:45:59 +0000 2016;Nissan_Oficial;Se atrevimento valesse ponto, toda cesta da Isabela ia ser de 3. #QuemSeAtreve #Rio2016 https://t.co/TybzMoOgd3;
Thu May 12 22:41:31 +0000 2016;lizandrancunha;A previsao para inauguração da linha 4 do metrô está uma novela! Kkkk Acho que não ficará pronta... #Rio2016 #jogosolimpicos;
Thu May 12 22:38:12 +0000 2016;TorcidaBrasil2;CONFIRMADO
#Splitter vai participar da #Rio2016. Mas não será jogando. Entenda https://t.co/yt6s7U7yVw #Basque https://t.co/7CVlTwZPPX;
Thu May 12 22:37:44 +0000 2016;Magalhaes_Andre;Força Ivan Silva e Jose Carvalho! Estamos convosco :)
#orgulho #slalom #Amarante #Rio2016 #JogoOlimpicos https://t.co/FUtkI5urW4;
Thu May 12 22:37:29 +0000 2016;fckinblue;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Thu May 12 22:37:23 +0000 2016;opsssbrenda;RT @franklinmedrado: - Frank, o q vc sente pelos jogos Rio2016?
- o mesmo q sinto pelas tartarugas d Everest.
- mas n tem tartaruga n Evere…;
Thu May 12 22:36:25 +0000 2016;vanessalusitano;O #metro vai ser testado nas #olimpiadas ou só foi feito para os #turistas mesmo? Oh dúvida cruel... #rio2016 #rj Quem paga a conta mesmo?;
Thu May 12 22:35:22 +0000 2016;washingtonlvaz;E dai que faltam 85 dias para o @Rio2016? Eu tô é fazendo contagem regressiva para o @BrasilSerieD! É daqui a um mês! #VamosAMERICA 🇳🇬⚽💚;
Thu May 12 22:34:52 +0000 2016;VelodromoMed;RT @minesporte: Teremos legado do #Rio2016 no Brasil todo! Parte dele está no velódromo de Indaiatuba (SP): https://t.co/yZA315M4BP https:/…;
Thu May 12 22:34:09 +0000 2016;Gng_5;RT @Rio2016: Que emoção! A condutora da @ChamaOlimpica se emocionou muito ao lado da filha, chorando no percurso. 😭☺☺ https://t.co/Q4eA8fnA…;
Thu May 12 22:34:00 +0000 2016;Gng_5;@Rio2016 @ChamaOlimpica @owelisa famosa hein kk;
Thu May 12 22:32:52 +0000 2016;horsth_leo;RT @Rio2016: Que emoção! A condutora da @ChamaOlimpica se emocionou muito ao lado da filha, chorando no percurso. 😭☺☺ https://t.co/Q4eA8fnA…;
Thu May 12 22:31:52 +0000 2016;mendoncito_oX;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

Fotos: Alex Ferro/Rio2016 https://t.co/cTzyk6Idp7;
Thu May 12 22:31:01 +0000 2016;chitys;RT @COE_es: #Atletismo @Ruthypeich, a tope para @rio2016_es  https://t.co/ytINQyZ682 https://t.co/hP0GxPGvJj;
Thu May 12 22:29:11 +0000 2016;soniabfr;RT @BotafogoOficial: Estádio Nilton Santos: a casa do FOGÃO! 

