/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
Sat Jan 16 02:08:44 +0000 2016;nickserrano;Atenção: Evitem o Brasil. #Rio2016  https://t.co/sWU106p2i5;
Sat Jan 16 00:26:32 +0000 2016;dorismac64;RT @basquetebrasil: Apresentação do #BasqueteBrasil no primeiro jogo do #EventoTeste da @Rio2016. #SomosTodosBasquete https://t.co/sSpS6QPG…;
Sat Jan 16 00:13:11 +0000 2016;ediph;Governo gastou R$ 25,6 milhões em campanha sobre Olimpíada https://t.co/Moqho2pocf vía @UOLEsporte #Rio2016;
Sat Jan 16 00:09:33 +0000 2016;Anderson_CCruz;Governo gastou R$ 25,6 milhões em campanha sobre Olimpíada https://t.co/NI3hlCdSsd via @UOLEsporte #Rio2016;
Sat Jan 16 00:01:25 +0000 2016;eventosdelSUR;Brasília|Brasil. Torneio Internacional Feminino de Basquetebol 15 al 17/Ene. #ArenaCarioca1 🇦🇺 87 x 37 🇦🇷 #AqueceRio #EventoTeste @Rio2016;
Fri Jan 15 23:57:21 +0000 2016;Moreira1804;Será que os grandes jornalistas brasileiros críticos  do #Rio2016 vão comentar sobre o queridinho Japão?  https://t.co/X4FQeFQntR;
Fri Jan 15 23:52:30 +0000 2016;Jomendes20;@dilmabr @Rio2016 Passaremos vergonha, isso sim!;
Fri Jan 15 23:49:29 +0000 2016;FeedBasket;Conheça a vitória do Brasil sobre os Estados Unidos https://t.co/8LCkn2vzPW;
Fri Jan 15 23:43:34 +0000 2016;ilobur_news;Diretor executivo da Rio-2016 explica utilização dos estádios no ... - Terra Brasil https://t.co/hWUEt9DTsi #ブラジル #五輪 #Rio2016;
Fri Jan 15 23:43:30 +0000 2016;ilobur_news;Evento-teste do ciclismo do Rio-2016 é adiado por atraso em obra ... - A Tarde On Line https://t.co/XmeEXIKs8M #ブラジル #五輪 #Rio2016;
Fri Jan 15 23:43:26 +0000 2016;ilobur_news;Rio 2016: MJ seleciona guardas municipais - PBAgora - A Paraíba o tempo todo https://t.co/BS9Sus6CMs #ブラジル #五輪 #Rio2016;
Fri Jan 15 23:41:31 +0000 2016;malvesc;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 23:36:12 +0000 2016;MatusaBrasil;RT @FabioCABrandao: Ano olímpico e lá vai meu amigo Alvaro José para a BAND, ser o destaque das transmissões da Rio2016. Sucesso! https://t…;
Fri Jan 15 23:31:51 +0000 2016;eduardo_rodini;RT @FabioCABrandao: Ano olímpico e lá vai meu amigo Alvaro José para a BAND, ser o destaque das transmissões da Rio2016. Sucesso! https://t…;
Fri Jan 15 23:31:14 +0000 2016;alvarojosetv;RT @FabioCABrandao: Ano olímpico e lá vai meu amigo Alvaro José para a BAND, ser o destaque das transmissões da Rio2016. Sucesso! https://t…;
Fri Jan 15 23:30:15 +0000 2016;defast1;RT @basquetebrasil: Apresentação do #BasqueteBrasil no primeiro jogo do #EventoTeste da @Rio2016. #SomosTodosBasquete https://t.co/sSpS6QPG…;
Fri Jan 15 23:28:22 +0000 2016;elisa_fabiane;RT @femedeirostt: Como vcs acham que será o resultado do #TimeBrasil nos Jogos Olímpicos #Rio2016? 
🏆🏅🏆🏅🇧🇷
Hoje… https://t.co/4efb4ZQHbv;
Fri Jan 15 23:18:50 +0000 2016;RogerioLima2016;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 23:16:42 +0000 2016;SammisReachers;Rio Olympic Games 2016: 7 mulheres que são as grandes promessas das #Olimpíadas #Rio2016 https://t.co/43in9s72OW #mulheres #OlympicGames #;
Fri Jan 15 23:13:20 +0000 2016;xziyz;#Rio2016 #ZooRio #Olimpiadas "Paes diz que fechamento do Zoo foi falha grave de seu governo" https://t.co/Ohb7mFSJsk #QueroIrAoZooDomingo;
Fri Jan 15 23:11:11 +0000 2016;ilobur_news;Diretor executivo da Rio-2016 explica utilização dos estádios no ... - UOL https://t.co/7dCIcNa45b #ブラジル #五輪 #Rio2016;
Fri Jan 15 23:09:13 +0000 2016;minesporte;.@RicardoLeyser e Hortência assistem ao jogo de basquete entre Brasil e Venezuela pelo evento-teste #Rio2016 ☺ https://t.co/1q4BvuPh2S;
Fri Jan 15 23:08:55 +0000 2016;zoreio;Vou ver ao vivo no @Rio2016  https://t.co/c1qwIXwFwb;
Fri Jan 15 23:04:01 +0000 2016;rio2016_rio;Saudade - Rio de Janeiro - Brasil - https://t.co/mPSqop1YDT https://t.co/sREbqYuij9;
Fri Jan 15 23:00:01 +0000 2016;CiscoDoBrasil;Apoiamos a @ViiBus a desenvolver um aplicativo para que os ônibus atendam deficientes visuais #DesafioCisco #Rio2016 https://t.co/ufSVnLrIaA;
Fri Jan 15 22:50:41 +0000 2016;hallankleber;@Rio2016 Boa noite! Poderiam me dizer o horário do jogos do evento teste de basquete? Obrigado!;
Fri Jan 15 22:49:10 +0000 2016;MarceloLaguna;RT @LagunaOlimpico: Comitê Rio-2016 adia evento-teste do ciclismo de pista por atraso em obra 
https://t.co/Z1YOjZBUwj;
Fri Jan 15 22:48:54 +0000 2016;LagunaOlimpico;Comitê Rio-2016 adia evento-teste do ciclismo de pista por atraso em obra 
https://t.co/Z1YOjZBUwj;
Fri Jan 15 22:48:44 +0000 2016;rio2016_rio;Rio de Janeiro Downtow de verdade   #RioDeJaneiro #Rio450 #Rio2016 #Rio450anos #Copababana - https://t.co/PNqsaUGQFO https://t.co/o1eQ8XQUnB;
Fri Jan 15 22:47:03 +0000 2016;rio2016_rio;@liawidmer @manunaidhig me redimi ok?!  Bom dia! ️️ #tchaubono #rumoaos21k #riom... - https://t.co/A8PA6GbwAT https://t.co/nLc5Dr7XNW;
Fri Jan 15 22:45:00 +0000 2016;MarceloLaguna;Comitê Rio-2016 adia evento-teste do ciclismo de pista por atraso em obra | LANCE! https://t.co/W1cyxS3RJJ;
Fri Jan 15 22:41:29 +0000 2016;cla571;RT @cpboficial: A Arena Carioca 1 receberá os jogos de basquete em CR e rugby em CR durante os #JogosParalímpicos @Rio2016 https://t.co/4vh…;
Fri Jan 15 22:41:02 +0000 2016;cla571;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 22:39:46 +0000 2016;marizcp;Tem Arena linda, sim senhor! #AqueceRio #cidadeolímpica #Rio2016 @ Parque Olímpico Rio 2016 https://t.co/phjvqrCqqN;
Fri Jan 15 22:38:13 +0000 2016;ilobur_news;Conheça a vitória do Brasil sobre os Estados Unidos - Rio 2016 https://t.co/uCXK0DrO8M #ブラジル #五輪 #Rio2016;
Fri Jan 15 22:38:09 +0000 2016;ivomarcelino;RT @avozdobrasil: #Rio2016: Seleção brasileira de basquete testa Arena Carioca Um
https://t.co/6zQyxzvwOv;
Fri Jan 15 22:37:30 +0000 2016;doeumlivro;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 22:35:17 +0000 2016;Lambe_Grelo;RT @TenisPortugal: Problemas na construção do centro olímpico de ténis: https://t.co/nRfMMvTcFS

#Rio2016 https://t.co/vyPI9WWjJw;
Fri Jan 15 22:33:38 +0000 2016;Dilmasailogo;@dilmabr @Rio2016 Será uma desgraça, assim como 2015 o foi.;
Fri Jan 15 22:32:38 +0000 2016;MarildaMRamos;RT @basquetebrasil: Apresentação do #BasqueteBrasil no primeiro jogo do #EventoTeste da @Rio2016. #SomosTodosBasquete https://t.co/sSpS6QPG…;
Fri Jan 15 22:32:27 +0000 2016;jooh_eloi;RT @basquetebrasil: Apresentação do #BasqueteBrasil no primeiro jogo do #EventoTeste da @Rio2016. #SomosTodosBasquete https://t.co/sSpS6QPG…;
Fri Jan 15 22:28:30 +0000 2016;ellenbarros71;RT @femedeirostt: Como vcs acham que será o resultado do #TimeBrasil nos Jogos Olímpicos #Rio2016? 
🏆🏅🏆🏅🇧🇷
Hoje… https://t.co/4efb4ZQHbv;
Fri Jan 15 22:28:05 +0000 2016;TenisPortugal;Problemas na construção do centro olímpico de ténis: https://t.co/nRfMMvTcFS

#Rio2016 https://t.co/vyPI9WWjJw;
Fri Jan 15 22:27:19 +0000 2016;ClaudiaNiteroi2;RT @basquetebrasil: Apresentação do #BasqueteBrasil no primeiro jogo do #EventoTeste da @Rio2016. #SomosTodosBasquete https://t.co/sSpS6QPG…;
Fri Jan 15 22:27:17 +0000 2016;YesbananasSport;Yes!Sports - Diretor executivo da Rio-2016 explica utilização dos estádios no futebol:  https://t.co/rBybQexIAC #sports #esportes;
Fri Jan 15 22:27:11 +0000 2016;FutebolEspiao;Diretor executivo da Rio-2016 explica utilização dos estádios no futebol https://t.co/pUTGS6exDh;
Fri Jan 15 22:27:11 +0000 2016;FutebolMundial5;Diretor executivo da Rio-2016 explica utilização dos estádios no futebol:  https://t.co/4uS1JfVOpN;
Fri Jan 15 22:27:08 +0000 2016;PortalEsporte10;Diretor executivo da Rio-2016 explica utilização dos estádios no futebol https://t.co/Xrsz7luLSZ;
Fri Jan 15 22:27:07 +0000 2016;irafaelbarros;Diretor executivo da Rio-2016 explica utilização dos estádios no futebol:  https://t.co/ttZ73EhykR;
Fri Jan 15 22:27:03 +0000 2016;BrunoJaquet03;Diretor executivo da Rio-2016 explica utilização dos estádios no futebol:  https://t.co/2FAF6uQHLa;
Fri Jan 15 22:26:59 +0000 2016;NusaAlex;RT @basquetebrasil: Apresentação do #BasqueteBrasil no primeiro jogo do #EventoTeste da @Rio2016. #SomosTodosBasquete https://t.co/sSpS6QPG…;
Fri Jan 15 22:26:56 +0000 2016;CBB_basquete;RT @basquetebrasil: Apresentação do #BasqueteBrasil no primeiro jogo do #EventoTeste da @Rio2016. #SomosTodosBasquete https://t.co/sSpS6QPG…;
Fri Jan 15 22:26:49 +0000 2016;CBB_basquete;RT @basquetebrasil: Está tudo pronto para o Evento-teste dos Jogos Olímpicos Rio 2016!
#SomosTodosBasquete #Rio2016 https://t.co/RLh6jKGSgd;
Fri Jan 15 22:26:35 +0000 2016;basquetebrasil;Apresentação do #BasqueteBrasil no primeiro jogo do #EventoTeste da @Rio2016. #SomosTodosBasquete https://t.co/sSpS6QPGJm;
Fri Jan 15 22:25:13 +0000 2016;NusaAlex;RT @femedeirostt: Como vcs acham que será o resultado do #TimeBrasil nos Jogos Olímpicos #Rio2016? 
🏆🏅🏆🏅🇧🇷
Hoje… https://t.co/4efb4ZQHbv;
Fri Jan 15 22:20:54 +0000 2016;germanalaureano;Governo gastou R$ 25,6 milhões em campanha sobre Olimpíada via @UOLEsporte #Rio2016   https://t.co/5zfuZo1b46;
Fri Jan 15 22:12:02 +0000 2016;andreaselv;RT @femedeirostt: Como vcs acham que será o resultado do #TimeBrasil nos Jogos Olímpicos #Rio2016? 
🏆🏅🏆🏅🇧🇷
Hoje… https://t.co/4efb4ZQHbv;
Fri Jan 15 22:07:11 +0000 2016;zonadogarrafao;RT @basquetebrasil: Está tudo pronto para o Evento-teste dos Jogos Olímpicos Rio 2016!
#SomosTodosBasquete #Rio2016 https://t.co/RLh6jKGSgd;
Fri Jan 15 22:06:55 +0000 2016;basquetebrasil;Está tudo pronto para o Evento-teste dos Jogos Olímpicos Rio 2016!
#SomosTodosBasquete #Rio2016 https://t.co/RLh6jKGSgd;
Fri Jan 15 22:06:40 +0000 2016;ilobur_news;Professor campo-grandense participa da organização da Olimpíada ... - Portal do Jornal A Crítica… https://t.co/ZmEeipno2p #ブラジル #五輪 #Rio2016;
Fri Jan 15 22:06:38 +0000 2016;ilobur_news;Presidente da Agência Antidopagem dos EUA defende exclusão de ... - Record https://t.co/XeSdyPGprE #ブラジル #五輪 #Rio2016;
Fri Jan 15 22:06:18 +0000 2016;GABIHERMES;MENTES DE FERRO,entra no espírito Olímpico!  https://t.co/rbwHJl6cRE via @YouTube #faltam203 #JogosOlímpicosdoRio #Rio2016;
Fri Jan 15 22:05:02 +0000 2016;elenicesousa44;RT @femedeirostt: Como vcs acham que será o resultado do #TimeBrasil nos Jogos Olímpicos #Rio2016? 
🏆🏅🏆🏅🇧🇷
Hoje… https://t.co/4efb4ZQHbv;
Fri Jan 15 21:59:31 +0000 2016;BethBressanin;CIDADE OLÍMPICA 👏🏻 ARENA CARIOCA 1 👏🏻👏🏻❤️ #eventoteste #eventotestebasquete #rj #rio2016… https://t.co/op2buT65Ex;
Fri Jan 15 21:50:04 +0000 2016;jvoliva;FEEL GOOD VO. -  FRANSISKUS X DIMENSION. ESSE É PARA A OLIMPÍADA DO JAPÃO. #timebrasil #rio2016… https://t.co/r3b0eMNbJg;
Fri Jan 15 21:45:43 +0000 2016;MC13RAP;RT @avozdobrasil: #Rio2016: Seleção brasileira de basquete testa Arena Carioca Um
https://t.co/6zQyxzvwOv;
Fri Jan 15 21:34:15 +0000 2016;AmacenoA;RT @avozdobrasil: #Rio2016: Seleção brasileira de basquete testa Arena Carioca Um
https://t.co/6zQyxzvwOv;
Fri Jan 15 21:34:12 +0000 2016;ilobur_news;Rio 2016: MJ seleciona guardas municipais - PBAgora - A Paraíba o tempo todo https://t.co/SiIERsUzXB #ブラジル #五輪 #Rio2016;
Fri Jan 15 21:34:10 +0000 2016;ilobur_news;'O Brasil está preparado', garante homem forte da - Rio 2016 https://t.co/noyhxtoLEw #ブラジル #五輪 #Rio2016;
Fri Jan 15 21:33:58 +0000 2016;travelsauro;@nazarenamedina @riodejaneiro @rio2016_es cidade maravilhosa!;
Fri Jan 15 21:31:28 +0000 2016;loira_slimites;RT @femedeirostt: Como vcs acham que será o resultado do #TimeBrasil nos Jogos Olímpicos #Rio2016? 
🏆🏅🏆🏅🇧🇷
Hoje… https://t.co/4efb4ZQHbv;
Fri Jan 15 21:30:33 +0000 2016;cfredbastos;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 21:22:28 +0000 2016;avozdobrasil;#Rio2016: Seleção brasileira de basquete testa Arena Carioca Um
https://t.co/6zQyxzvwOv;
Fri Jan 15 21:21:16 +0000 2016;saogoncalo_RJ;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 21:18:11 +0000 2016;profjosenilton;#FireChat acompanhe e participe! #Rio2016  https://t.co/HG5otGnZY3;
Fri Jan 15 21:15:44 +0000 2016;vanio_jr;E os hospitais do Rio de janeiro todos sem condições para atender! #Rio2016  https://t.co/Lk9m7iAbw1;
Fri Jan 15 21:10:25 +0000 2016;yiukcabana;RT @DanielDias88: Hoje foi dia de fazer um trabalho diferente aqui em #Tenerife! #roadtorio2016 #Rio2016… https://t.co/cyJTFHajyY;
Fri Jan 15 21:04:47 +0000 2016;2cmultimidia;De 5 a 21 de agosto, 10.500 atletas de 206 países têm um encontro marcado nas Olimpíadas do #Rio2016 !

Curtam a... https://t.co/a3v9HfVO3M;
Fri Jan 15 21:03:44 +0000 2016;ilobur_news;Página inicial Bastidores General do Rio 2016 causa mal-estar ao ... - Coluna do Flamengo… https://t.co/9Znnbsdznc #ブラジル #五輪 #Rio2016;
Fri Jan 15 21:03:41 +0000 2016;ilobur_news;Comitê Rio 2016 não acredita que Tóquio tenha comprado votos ... - R7 https://t.co/ExYvH6OWnP #ブラジル #五輪 #Rio2016;
Fri Jan 15 21:03:39 +0000 2016;ilobur_news;Cerimônia de entrega da chave da Are/usr/lib/python2.6/site-packages/requests/packages/urllib3/util/ssl_.py:100: InsecurePlatformWarning: A true SSLContext object is not available. This prevents urllib3 from configuring SSL appropriately and may cause certain SSL connections to fail. For more information, see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.
  InsecurePlatformWarning
na Carioca 1 - Rio 2016 https://t.co/YpTa6dxZov #ブラジル #五輪 #Rio2016;
Fri Jan 15 21:03:37 +0000 2016;ilobur_news;Caos esportivo do Brasil ofusca primeiro evento-teste da Rio-2016 ... - UOL https://t.co/nQaytY8Go2 #ブラジル #五輪 #Rio2016;
Fri Jan 15 21:01:44 +0000 2016;vagnervargas;Vejam que espetáculo a Arena Carioca 1, casa do basquete no @Rio2016. https://t.co/tU1RiqmwRx;
Fri Jan 15 20:57:18 +0000 2016;OCaiquee;tendência
urban conceitual
#Rio2016 
#diferentona https://t.co/mqCkcnKAio;
Fri Jan 15 20:56:11 +0000 2016;EtnSabrina;Putz!!!! #chuvasrj #rio2016 #cidadeolimpica https://t.co/l4yIEIil1C;
Fri Jan 15 20:29:52 +0000 2016;03979696d34747d;RT @CassianoTupi: Secr.Geral da #CBF Walter Feldman está participando do arbitral.Um representante da Rio2016 já foi embora.;
Fri Jan 15 20:25:11 +0000 2016;Carioca_EC;Austrália 19 x 03 Argentina 
@Rio2016_en @AqueceRio  @CBB_basquete @HSBCArena  
Reportagem: Mirian de Sousa https://t.co/Vhv5AnIZ3f;
Fri Jan 15 20:24:48 +0000 2016;Segadas_Vianna;@Rio2016 O Zoológico do Rio : seus problemas e soluções https://t.co/098bmisMKv;
Fri Jan 15 20:22:49 +0000 2016;Rio2016;O @AqueceRio tá de volta com o #basquete! https://t.co/wTzzeXJzaG;
Fri Jan 15 20:22:26 +0000 2016;Hortencia;Look do jogo teste em dia de chuva com direito a sombrinha. #timedeouro #rio2016  @dresseco @caosmoda https://t.co/tZAbhJW81G;
Fri Jan 15 20:21:45 +0000 2016;DanilloRafa;RT @CassianoTupi: Secr.Geral da #CBF Walter Feldman está participando do arbitral.Um representante da Rio2016 já foi embora.;
Fri Jan 15 20:20:31 +0000 2016;CassianoTupi;Secr.Geral da #CBF Walter Feldman está participando do arbitral.Um representante da Rio2016 já foi embora.;
Fri Jan 15 20:14:34 +0000 2016;DanielDias88;Hoje foi dia de fazer um trabalho diferente aqui em #Tenerife! #roadtorio2016 #Rio2016… https://t.co/cyJTFHajyY;
Fri Jan 15 20:12:29 +0000 2016;aaro0nhkd;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 20:12:01 +0000 2016;Carioca_EC;Torneio Internacional Feminino de Basquetebol
@Rio2016_en @AqueceRio @basquetebrasil 
Reportagem: Mirian de Sousa https://t.co/jlA6Xmy9Pw;
Fri Jan 15 20:06:41 +0000 2016;CristianCBP99;#Catar| #JuegosOlimpicos #Rio2016

GA
#China 1-3 #Siria
#Irán 1-2 #Catar

1.#Catar 6pts
2.#Irán 3pts
3.#Siria 3pts

https://t.co/jOvVkZUbwB;
Fri Jan 15 20:03:52 +0000 2016;Carioca_EC;Aquecimento dos times !
Internacional Feminino de Basquetebol.
@Rio2016_en @AqueceRio 
Reportagem: Mirian de Sousa https://t.co/EpkTJaDsEB;
Fri Jan 15 20:03:09 +0000 2016;ANTEROGIROTO;Começou o basquete na Cidade Olímpica @rio2016 @ Parque Olímpico Rio… https://t.co/UFLqxHW7Qo;
Fri Jan 15 20:01:44 +0000 2016;cfredbastos;RT @TheBlurBarbosa: A nova quadra de basquete das Olimpíadas @Rio2016 está linda!! #ArenaCarioca #CidadeOlimpica https://t.co/7pCTztfkq9;
Fri Jan 15 20:00:08 +0000 2016;torniero;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 19:58:07 +0000 2016;Wilma2016;RT @JornalOGlobo: Seleção americana de ginástica artística está no Rio para aclimatização para a #Rio2016. https://t.co/Te7xkA3Wvk https://…;
Fri Jan 15 19:57:46 +0000 2016;ilobur_news;Rio 2016 muda data de evento-teste de ciclismo de - Rio 2016 https://t.co/gQahbgvIdk #ブラジル #五輪 #Rio2016;
Fri Jan 15 19:57:38 +0000 2016;ilobur_news;Olimpíadas Rio 2016: Vitória se prepara para receber tocha ... - Folha Vitória https://t.co/dyx2vVx1T9 #ブラジル #五輪 #Rio2016;
Fri Jan 15 19:57:36 +0000 2016;ilobur_news;Rio entra em estágio de atenção pelo terceiro dia seguido - https://t.co/tPuOTu46RU https://t.co/VPIBYHUgj6 #ブラジル #五輪 #Rio2016;
Fri Jan 15 19:57:28 +0000 2016;cpboficial;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 19:55:44 +0000 2016;Brunahexa;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 19:54:14 +0000 2016;gomesbea11;RT @jaquelinevolei: Primeiro jogo do ano!!! Vamos torcer🤗🍀 #2016 #volei #Rio2016 #AnoOlimpico #Deusnocomando #Sesi https://t.co/7fHc8PXXul;
Fri Jan 15 19:53:58 +0000 2016;hildadeoliveir4;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 19:53:05 +0000 2016;ArajoDarcy;RT @Rio2016: Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobR…;
Fri Jan 15 19:52:57 +0000 2016;Rio2016;Você sabia que os esportes Paralímpicos são divididos em classes? Alguns exemplos:
https://t.co/TUmMlCkTxZ https://t.co/I9UobRK0gv;
Fri Jan 15 19:51:49 +0000 2016;ironmeme1;RT @nrj68: Rio cidade olímpica #Rio2016  https://t.co/XHqoZWSOFm;
Fri Jan 15 19:50:13 +0000 2016;galalau;o Basquete já vai começar na Arena Carioca! #rio2016 #aquecerio @… https://t.co/lG8RL6w7cf;
Fri Jan 15 19:48:36 +0000 2016;nrj68;Rio cidade olímpica #Rio2016  https://t.co/XHqoZWSOFm;
Fri Jan 15 19:40:43 +0000 2016;cfredbastos;RT @basquetebrasil: A Seleção Feminina estreia, hoje, às 20h30 de Brasília, no #Eventoteste dos Jogos @Rio2016: https://t.co/E8nq3lcBvq htt…;
Fri Jan 15 19:30:40 +0000 2016;James89Barker;#volleyball #teamleeds #rio2016 #brazil @ Copacabana, Rio de Janeiro https://t.co/znu6aJvjCQ;
Fri Jan 15 19:27:49 +0000 2016;ANTEROGIROTO;Clima de Olimpíada @rio2016 @ Parque Olímpico Rio 2016 https://t.co/auEzXWpLdm;
Fri Jan 15 19:27:17 +0000 2016;ilobur_news;Rio-2016 adia evento-teste de ciclismo por atraso na montagem da ... - UOL https://t.co/Ps3UfChh1V #ブラジル #五輪 #Rio2016;
Fri Jan 15 19:20:09 +0000 2016;ANTEROGIROTO;Arena 1. Casa do basquete nos jogos @rio2016 @ Parque Olímpico Rio 2016 https://t.co/a1IFogEooh;
Fri Jan 15 19:15:28 +0000 2016;vkonchinski;Rio-2016 adia evento-teste de ciclismo por atraso na montagem da pista https://t.co/mh4t0nPv3B via @UOLEsporte #Rio2016;
